book_id,title,author,language,category,description,rating,year,pages,tags
78,Interactive Data Visualization for the Web: An Introduction to Designing With D3.js,Scott Murray,English,Data,"A comprehensive guide to interactive data visualization using D3.js covering web-based visualization techniques and design principles. This book explores D3.js fundamentals, DOM manipulation, scales, axes, transitions, and building interactive visualizations with practical examples and real-world projects. Features coverage of responsive design and accessibility in data visualization. Essential for web developers and data analysts who want to create interactive, web-based data visualizations using modern web technologies.",4.4,2017,472,"d3,js,visualization,interactive,web-based"
79,Data Science from Scratch: First Principles with Python,Joel Grus,English,Data,"An introduction to data science teaching fundamental concepts through building algorithms from scratch using Python. This book covers data science concepts, statistics, machine learning, and practical implementation with emphasis on understanding underlying principles rather than using black-box libraries. Features coverage of statistical analysis, machine learning algorithms, and data manipulation. Essential for beginners who want to understand data science fundamentals through hands-on implementation and building learning algorithms from first principles.",4.4,2019,406,"datascience,python,math,statistics,machine-learning"
80,Think Stats: Probability and Statistics for Programmers,Allen B. Downey,English,Data,"An introduction to probability and statistics for programmers using Python with emphasis on computational approaches. This book covers probability distributions, hypothesis testing, correlation, and regression through Python code and practical examples with real datasets. Features coverage of statistical simulation and computational statistics techniques. Essential for programmers who want to learn statistics through practical implementation using computational methods and Python programming.",4.3,2014,226,"statistics,python,probability,computational-statistics,analysis"
81,SQL Performance Explained,Mark Markus Winand,English,Database,"A vendor-neutral guide to SQL performance covering indexing, query optimization, and database tuning techniques. This book explores database internals, execution plans, indexing strategies, and optimization techniques with practical examples and performance analysis. Features coverage of Oracle, SQL Server, PostgreSQL, and MySQL. Essential for database developers and administrators who need to understand and optimize SQL performance across different database systems.",4.6,2012,204,"sql,performance,indexing,database,query-optimization"
82,Designing Data-Intensive Applications: The Big Ideas Behind Reliable Scalable and Maintainable Systems,Martin Kleppmann,English,Database,"A comprehensive guide to designing and building reliable, scalable distributed systems covering data storage, processing, and architecture. This book examines distributed data systems, consistency models, data storage technologies, and system design principles with practical examples from modern web applications. Features coverage of Apache Kafka, Cassandra, and other distributed systems. Essential for system architects and engineers building large-scale applications who need deep understanding of distributed systems design and implementation.",4.9,2017,616,"distributed,systems,database,consistency,scalability"
83,Database Internals: A Deep Dive into How Distributed Data Systems Work,Alex Petrov,English,Database,"An in-depth examination of database storage engines, indexing, and distributed systems covering B-trees, LSM trees, and consensus algorithms. This book explores database internals with detailed analysis of storage formats, indexing structures, and distributed data processing with practical implementation examples. Features coverage of modern database architectures and distributed systems. Essential for database engineers and distributed systems developers who need deep understanding of how database systems work internally and their architectural decisions.",4.5,2019,376,"database,storage,b-tree,distributed,consensus"
84,PostgreSQL Up and Running: A Practical Introduction to the Advanced Open Source Database,Regina Obe,English,Database,"A practical introduction to PostgreSQL covering installation, configuration, development, and administration with real-world examples. This book explores PostgreSQL features, performance optimization, advanced SQL, and application development with practical tutorials and best practices. Features coverage of PostgreSQL extensions and advanced administration techniques. Essential for database developers and administrators who need comprehensive understanding of PostgreSQL's capabilities and practical administration.",4.3,2017,300,"postgresql,sql,admin,open-source,database-management"
85,Redis in Action,Josiah Carlson,English,Database,"A comprehensive guide to Redis covering data structures, patterns, and real-world applications of this in-memory data store. This book explores Redis data structures, persistence, clustering, and integration with applications through practical examples and use cases. Features coverage of Redis commands, scripting, and performance optimization. Essential for developers who want to use Redis effectively for caching, session storage, real-time analytics, and other high-performance data storage scenarios.",4.4,2013,320,"redis,cache,nosql,in-memory,high-performance"
86,MongoDB: The Definitive Guide,Shannon Bradshaw,English,Database,"A comprehensive guide to MongoDB covering document modeling, querying, aggregation, and application development with practical examples. This book explores MongoDB's document database model, indexing strategies, and integration with modern applications through real-world use cases and best practices. Features coverage of MongoDB Atlas, transactions, and change streams. Essential for developers building applications with MongoDB who need comprehensive understanding of document databases and NoSQL design patterns.",4.2,2019,432,"mongodb,nosql,database,document,aggregation"
87,C# in Depth,Jon Skeet,English,.NET,"A deep dive into C# language features and advanced techniques covering generics, LINQ, async/await, and modern language capabilities. This book explores C#'s evolution from version 1.0 to modern versions, examining language features in depth with practical examples and performance analysis. Features coverage of Roslyn, functional programming patterns, and advanced language constructs. Essential for C# developers who want to master the language's advanced features and understand how to use C# effectively for modern development.",4.7,2019,528,"csharp,dotnet,language,advanced-features,programming"
88,Pro C# 9 with .NET 5: Foundational Principles and Practices in Programming,Andrew Troelsen,English,.NET,"A comprehensive guide to C# 9 and .NET 5 covering modern language features, API development, and application architecture. This book explores C# language features, .NET platform capabilities, ASP.NET Core, Entity Framework Core, and cross-platform development with practical examples and real-world projects. Features coverage of cloud-native development and microservices. Essential for developers building modern .NET applications who need comprehensive understanding of the platform and development best practices.",4.5,2021,1664,"dotnet,core,api,.net-5,programming"
89,ASP.NET Core in Action,Andrew Lock,English,.NET,"A comprehensive guide to building web applications with ASP.NET Core covering MVC, Web APIs, and modern web development patterns. This book explores ASP.NET Core fundamentals, dependency injection, middleware, routing, and deployment strategies with practical examples and real-world applications. Features coverage of Docker, Kubernetes, and cloud deployment. Essential for developers building web applications with ASP.NET Core who need comprehensive understanding of the framework and modern web development practices.",4.6,2021,832,"aspnet,core,web,mvc,web-api"
90,Entity Framework Core in Action,Jon Smith,English,.NET,"A comprehensive guide to Entity Framework Core covering ORM patterns, database integration, and data access strategies. This book explores EF Core features, LINQ to Entities, migrations, and performance optimization with practical examples and real-world scenarios. Features coverage of NoSQL databases and cloud-native data access. Essential for developers working with Entity Framework Core who need comprehensive understanding of ORM patterns and effective data access strategies.",4.4,2021,520,"efcore,dotnet,database,orm,linq"
91,Concurrency in C# Cookbook: Asynchronous Parallel and Multithreaded Programming,Stephen Cleary,English,.NET,"A practical guide to concurrent programming in C# covering async/await, threading, and parallel programming patterns. This book explores modern concurrency techniques, synchronization primitives, and async patterns with practical examples and performance considerations. Features coverage of Task Parallel Library and concurrent collections. Essential for C# developers working with asynchronous or parallel applications who need to understand and implement effective concurrency patterns.",4.5,2019,304,"async,parallel,dotnet,concurrency,threading"
92,The Go Programming Language,Alan Donovan,English,Go,"The definitive Go programming language guide covering syntax, features, and best practices with comprehensive examples. This book explores Go's concurrency model, goroutines, channels, and standard library through practical examples and real-world applications. Features coverage of Go modules, testing, and deployment strategies. Essential for Go developers who want to master the language's unique features and idiomatic patterns for building efficient, concurrent applications.",4.7,2015,400,"golang,language,concurrency,goroutines,standard-library"
93,Go in Practice: Includes 70 Techniques,Matthew Titmus,English,Go,"A practical guide to Go development featuring 70+ techniques for building real-world applications with practical examples and use cases. This book explores web development, testing, deployment, and Go ecosystem tools through hands-on projects and practical solutions. Features coverage of microservices, REST APIs, and container deployment. Essential for Go developers who want to learn through practical examples and implementation of common development patterns and techniques.",4.4,2021,312,"golang,projects,practice,real-world,examples"
94,The Way to Go: A Thoroughly Modern Introduction to Programming,Ivo Balbaert,English,Go,"An introduction to Go programming covering language fundamentals, standard library, and practical application development. This book explores Go syntax, concurrency concepts, and web development through structured learning and practical exercises. Features coverage of testing, performance analysis, and Go ecosystem tools. Essential for beginners who want to learn Go programming through practical examples and gradual introduction to advanced concepts.",4.3,2012,628,"golang,beginner,introduction,programming,fundamentals"
95,Rust Programming Language: The Complete Guide,Steve Klabnik,English,Rust,"The official Rust programming guide covering language fundamentals, ownership, borrowing, and modern systems programming. This book explores Rust's unique approach to memory safety, concurrency, and performance through practical examples and comprehensive coverage of language features. Features coverage of async programming and Rust ecosystem. Essential for systems programmers and developers who want to leverage Rust's safety and performance for building robust, efficient applications.",4.8,2019,552,"rust,systems,memory-safety,ownership,performance"
96,Rust in Action: Systems Programming Using Rust,Tim McNamara,English,Rust,"A practical guide to Rust systems programming covering concurrent programming, network programming, and performance optimization. This book explores Rust's capabilities for systems programming through real-world projects and practical examples including web services and command-line tools. Features coverage of Rust's ecosystem and advanced language features. Essential for systems programmers who want to apply Rust's safety and performance benefits to practical systems programming projects.",4.7,2021,480,"rust,systems,projects,systems-programming,performance"
97,Programming Rust: Fast Safe Systems Development,Jim Blandy,English,Rust,"A comprehensive guide to Rust programming covering language features, patterns, and systems programming techniques. This book explores Rust's approach to safety and performance through detailed explanations, examples, and best practices for building reliable systems. Features coverage of unsafe Rust, FFI, and integration with other languages. Essential for developers learning Rust who need comprehensive understanding of the language's concepts and practical application to systems programming.",4.6,2021,735,"rust,systems,performance,systems-programming,safe-programming"
98,The C Programming Language,Brian W. Kernighan,English,C,"The definitive C programming language reference written by the language's creators covering syntax, semantics, and programming techniques. This classic book presents C programming fundamentals, control structures, functions, pointers, and the standard library through clear explanations and exemplary code. Features coverage of Unix system programming and C's influence on modern programming. Essential for C programmers who need authoritative reference material and clear explanation of C's core concepts from the language's original authors.",4.8,1988,272,"c,classic,systems,unix,programming-fundamentals"
99,C Primer Plus,Stephen Prata,English,C,"A comprehensive introduction to C programming suitable for beginners covering language fundamentals and programming concepts. This book explores C syntax, data types, control structures, functions, pointers, and dynamic memory management through detailed explanations and practical examples. Features coverage of C standard library and debugging techniques. Essential for beginners who want to learn C programming through clear explanations and hands-on practice with fundamental programming concepts.",4.4,2013,1080,"c,beginner,programming,tutorial,introduction"
100,Expert C Programming: Deep C Secrets,Peter van der Linden,English,C,"An advanced C programming guide covering language intricacies, optimization techniques, and professional development practices. This book explores C's advanced features, compiler optimizations, platform-specific programming, and real-world techniques through expert analysis and practical examples. Features coverage of performance tuning and systems programming. Essential for experienced C programmers who want to master advanced techniques and understand C's full capabilities and optimization potential.",4.5,1994,384,"c,advanced,optimization,performance,expert-programming"
101,21st Century C: C Tips from the New School,Ben Klemens,English,C,"A modern approach to C programming covering contemporary tooling, libraries, and development practices. This book explores C in the context of modern development including build systems, libraries, testing frameworks, and best practices for contemporary software development. Features coverage of academic C libraries and modern C development tools. Essential for C developers who want to apply modern software development practices to C programming and stay current with contemporary tooling.",4.2,2014,408,"c,tools,modern,best-practices,contemporary-development"
102,Effective Modern C++: 42 Specific Ways to Improve Your Use of C++11 and C++14,Scott Meyers,English,C++,"A comprehensive guide to modern C++ covering C++11/14 features, best practices, and effective programming techniques. This book explores modern C++ features like smart pointers, move semantics, lambda expressions, and variadic templates through specific guidelines and practical examples. Features coverage of performance implications and migration strategies. Essential for C++ developers who want to master modern C++ features and understand best practices for effective C++11/14 programming.",4.7,2014,315,"cpp,modern,tips,c++11,c++14"
103,C++ Concurrency in Action: Practical Multithreading,Anthony Williams,English,C++,"A comprehensive guide to concurrent programming in C++ covering threading, synchronization, and parallel algorithms in modern C++. This book explores C++11 threading facilities, synchronization primitives, and concurrent data structures through detailed explanations and practical examples. Features coverage of advanced concurrency patterns and performance optimization. Essential for C++ developers working with multithreaded applications who need comprehensive understanding of C++ concurrency features and parallel programming techniques.",4.5,2019,592,"cpp,threads,concurrency,c++11,parallel-programming"
104,The C++ Programming Language,Bjarne Stroustrup,English,C++,"The definitive C++ language reference written by the language's creator covering all C++ features and design principles. This comprehensive resource examines C++ syntax, standard library, generic programming, and modern features with detailed explanations and authoritative guidance. Features coverage of C++11/14/17 features and design philosophy. Essential for C++ programmers who need authoritative reference material and deep understanding of C++ from the language's original architect and designer.",4.4,2013,1368,"cpp,reference,language,c++11,generic-programming"
105,C++ Primer,Stanley Lippman,English,C++,"A comprehensive introduction to modern C++ covering fundamental concepts through advanced topics with practical examples and exercises. This book explores C++ syntax, object-oriented programming, templates, and modern language features through clear explanations and hands-on practice. Features coverage of C++11 standard and practical programming patterns. Essential for beginners and intermediate programmers who want comprehensive understanding of C++ through structured learning and practical examples.",4.6,2012,976,"cpp,beginner,tutorial,c++11,object-oriented"
106,PHP & MySQL: Novice to Ninja: Easy to Follow Practical Lessons,T. P. O. More,English,Web,"A practical introduction to PHP and MySQL development covering web application fundamentals and database integration. This book explores PHP syntax, web development concepts, MySQL database operations, and building dynamic websites through hands-on projects and real-world examples. Features coverage of modern PHP practices and secure web development. Essential for beginners who want to learn web development with PHP and MySQL through practical examples and project-based learning.",4.3,2021,500,"php,mysql,web,beginner,web-development"
107,Laravel: Up and Running: A Framework for Building Modern PHP Apps,Matt Stauffer,English,Web,"A comprehensive guide to Laravel PHP framework covering modern web development patterns and best practices. This book explores Laravel's architecture, routing, controllers, database operations, authentication, and deployment through practical examples and real-world applications. Features coverage of Laravel ecosystem and modern PHP development. Essential for PHP developers who want to use Laravel for building modern, scalable web applications with contemporary development practices.",4.5,2019,550,"laravel,php,framework,web-development,modern-php"
108,Modern PHP: New Features and Good Practices,Josh Lockhart,English,Web,"A guide to modern PHP development covering new language features, namespaces, traits, and best practices for PHP 7+. This book explores contemporary PHP development including PSR standards, Composer dependency management, and modern application architecture through practical examples and real-world applications. Features coverage of testing and deployment strategies. Essential for PHP developers who want to understand and apply modern PHP practices for building robust, maintainable applications.",4.4,2015,268,"php,modern,practices,php7,development"
109,Programming Ruby 1.9 & 2.0: The Pragmatic Programmers' Guide,David Flanagan,English,Ruby,"The definitive Ruby programming language guide covering syntax, features, and programming techniques for Ruby 1.9 and 2.0. This comprehensive reference examines Ruby's object-oriented philosophy, metaprogramming capabilities, and standard library through detailed explanations and practical examples. Features coverage of Ruby gems and ecosystem tools. Essential for Ruby developers who need comprehensive understanding of the language and its modern features for effective Ruby programming.",4.4,2008,448,"ruby,language,object-oriented,metaprogramming,ruby-on-rails"
110,Eloquent Ruby,Russ Olsen,English,Ruby,"A guide to writing idiomatic Ruby code covering Ruby philosophy, patterns, and best practices. This book explores Ruby idioms, metaprogramming techniques, and elegant programming solutions through practical examples and code patterns. Features coverage of Ruby gems and framework development. Essential for Ruby developers who want to write Ruby code that embodies the language's elegance and idiomatic patterns for more maintainable and expressive applications.",4.5,2011,448,"ruby,idioms,patterns,elegant-code,ruby-philosophy"
111,Ruby on Rails Tutorial: Learn Web Development with Rails,Michael Hartl,English,Web,"A comprehensive guide to Ruby on Rails development covering full-stack web development from first principles. This book explores Rails architecture, MVC pattern, database integration, testing, and deployment through building a complete social media application with real-world features. Features coverage of modern Rails practices and ecosystem. Essential for web developers who want to learn Rails through building actual applications and understanding the full-stack development process.",4.6,2020,820,"rails,web,tutorial,full-stack,social-media"
112,Agile Web Development with Rails 6,Sam Ruby,English,Web,"A practical guide to Rails development covering agile development methods and modern Rails features. This book explores Rails application architecture, database design, testing, and deployment through building an e-commerce application with real-world features. Features coverage of Rails 6 improvements and modern web development practices. Essential for developers who want to learn Rails development through practical application building and understanding agile development principles in the context of Rails.",4.4,2020,496,"rails,agile,web,e-commerce,development"
113,Shell Scripting: How to Automate Command Line Tasks Using Bash Shell and Cron,Steve Parker,English,DevOps,"A comprehensive guide to shell scripting covering Bash fundamentals, automation techniques, and system administration tasks. This book explores shell programming, scripting patterns, automation workflows, and cron scheduling through practical examples and real-world use cases. Features coverage of debugging and performance optimization. Essential for system administrators and developers who want to automate command-line tasks and system operations through effective shell scripting.",4.3,2012,392,"bash,shell,automation,system-admin,cron"
114,The Linux Command Line: A Complete Introduction,William Shotts,English,DevOps,"A comprehensive introduction to Linux command line covering terminal usage, shell commands, and command-line tools. This book explores Linux file system navigation, text processing, command substitution, and advanced shell techniques through hands-on exercises and practical examples. Features coverage of text editors and command-line applications. Essential for Linux users and developers who want to master command-line operations and become proficient with Linux tools and utilities.",4.7,2019,504,"linux,cli,bash,command-line,shell"
115,Pro Git,Scott Chacon,English,DevOps,"The official Git reference and guide covering version control fundamentals, advanced Git features, and workflow management. This comprehensive resource examines Git internals, branching strategies, merging, rebasing, and collaboration workflows through detailed explanations and practical examples. Features coverage of GitHub and GitLab integration. Essential for developers and teams who need comprehensive understanding of Git for effective version control and collaboration.",4.6,2014,456,"git,version-control,collaboration,workflows,scm"
116,Continuous Delivery: Reliable Software Releases through Build Test and Deployment Automation,Jez Humble,English,DevOps,"A comprehensive guide to continuous delivery covering automated testing, build pipelines, and deployment strategies for reliable software releases. This book explores CI/CD practices, infrastructure as code, release management, and deployment automation through practical implementation strategies and real-world examples. Features coverage of modern DevOps tools and practices. Essential for development teams who want to implement continuous delivery for faster, more reliable software releases.",4.5,2010,512,"devops,ci-cd,automation,testing,deployment"
117,The DevOps Handbook: How to Create World-Class Agility Reliability and Security,Gene Kim,English,DevOps,"A comprehensive guide to DevOps practices covering culture, automation, and measurement for improving software delivery. This book explores DevOps principles, technology practices, and cultural transformations through case studies and practical implementation strategies. Features coverage of security integration and site reliability engineering. Essential for organizations and teams seeking to implement DevOps practices for improved software delivery and organizational performance.",4.6,2016,480,"devops,culture,automation,collaboration,organizational-change"
118,Site Reliability Engineering: How Google Runs Production Systems,Betsy Beyer,English,DevOps,"A comprehensive guide to site reliability engineering covering Google's practices for managing large-scale production systems. This book explores SRE principles, error budgets, monitoring, incident response, and capacity planning through real-world case studies and practices from Google's SRE team. Features coverage of tooling and automation for reliability. Essential for operations engineers and developers who need to understand and implement site reliability practices for managing complex production systems.",4.7,2016,552,"sre,reliability,monitoring,incident-response,production"
119,Effective DevOps,Kim Ryn Daniels,English,DevOps,"A practical guide to DevOps implementation covering collaboration, cultural change, and process improvement for software delivery teams. This book explores DevOps adoption strategies, organizational transformation, and practical tools and techniques for implementing DevOps practices. Features coverage of continuous integration and measurement strategies. Essential for teams and organizations seeking to implement DevOps practices through practical approaches and cultural transformation strategies.",4.3,2016,410,"devops,culture,collaboration,adoption,organizational-change"
120,Microservices Patterns: With examples in Java,Chris Richardson,English,Architecture,"A comprehensive guide to microservices architecture covering design patterns, implementation strategies, and architectural decisions. This book explores service decomposition, data management, communication patterns, and deployment strategies through practical examples and real-world case studies. Features coverage of container orchestration and service mesh. Essential for architects and developers building distributed systems who need understanding of microservices patterns and implementation strategies for building scalable, maintainable distributed applications.",4.6,2018,520,"microservices,architecture,distributed,patterns,containers"
121,The Cybersecurity Career Path: A Complete Guide to Success,Eric C. Reed,English,Security,"A comprehensive career guide covering cybersecurity fundamentals, industry certifications, job market analysis, and professional development strategies. This book explores cybersecurity domains including threat intelligence, incident response, digital forensics, compliance, and security architecture through practical career guidance and industry insights. Features coverage of security certifications, resume building, and networking strategies essential for cybersecurity professionals seeking career advancement and specialization in this rapidly growing field.",4.5,2021,345,"cybersecurity,career,certifications,threat-intelligence,compliance"
122,Penetration Testing: A Hands-On Introduction to Hacking,Georgia Weidman,English,Security,"A practical guide to penetration testing covering ethical hacking techniques, vulnerability assessment, and security testing methodologies. This book explores penetration testing frameworks, network exploitation, web application security, and mobile security testing through hands-on exercises and real-world scenarios. Features coverage of tools like Metasploit, Burp Suite, and custom exploit development. Essential for security professionals and ethical hackers who need comprehensive understanding of penetration testing methodologies and practical security assessment techniques.",4.6,2018,528,"penetration-testing,ethical-hacking,vulnerability-assessment,exploitation,security-testing"
123,The Web Application Hacker's Handbook,Dafydd Stuttard,English,Security,"A comprehensive guide to web application security covering common vulnerabilities, attack vectors, and defensive strategies. This book explores OWASP Top 10 vulnerabilities, secure coding practices, testing techniques, and web application architecture through detailed examples and real-world case studies. Features coverage of modern web technologies and emerging security threats. Essential for web developers and security professionals who need deep understanding of web application security and effective defensive strategies.",4.7,2011,912,"web-security,owasp,penetration-testing,application-security,threat-modeling"
124,Blockchain Technology Explained: The Ultimate Beginner's Guide to Blockchain Network,Hash Advanced Systems,English,Blockchain,"A comprehensive introduction to blockchain technology covering fundamentals, implementation, and real-world applications. This book explores blockchain architecture, consensus mechanisms, cryptocurrency fundamentals, smart contracts, and decentralized applications through practical examples and implementation guidance. Features coverage of major blockchain platforms and development tools. Essential for developers and entrepreneurs who want to understand blockchain technology and its potential applications in various industries.",4.3,2017,245,"blockchain,cryptocurrency,smart-contracts,dapps,distributed-systems"
125,Mastering Ethereum: Building Smart Contracts and DApps,Andreas M. Antonopoulos,English,Blockchain,"An in-depth guide to Ethereum development covering smart contracts, DApp development, and blockchain programming. This book explores Ethereum architecture, Solidity programming, token standards, and decentralized application development through practical examples and real-world projects. Features coverage of Ethereum security, gas optimization, and scaling solutions. Essential for blockchain developers who want to build applications on Ethereum and understand the technical aspects of smart contract development and decentralized systems.",4.6,2018,424,"ethereum,smart-contracts,solidity,dapps,web3"
126,Mastering Bitcoin: Unlocking Digital Cryptocurrencies,Andreas M. Antonopoulos,English,Blockchain,"A comprehensive guide to Bitcoin and cryptocurrency technology covering cryptography, mining, and Bitcoin protocol details. This book explores Bitcoin's technical architecture, cryptographic foundations, transaction mechanics, and network protocol through detailed explanations and practical examples. Features coverage of Bitcoin scripting, payment channels, and Lightning Network. Essential for developers and technical professionals who need deep understanding of Bitcoin's technology and cryptocurrency fundamentals.",4.8,2014,298,"bitcoin,cryptocurrency,mining,cryptography,protocol"
127,AWS Certified Solutions Architect Study Guide,Ben Piper,English,Cloud Computing,"A comprehensive study guide for AWS certification covering cloud architecture, best practices, and hands-on experience. This book explores AWS services, architecture patterns, cost optimization, and security considerations through practical examples and exam preparation strategies. Features coverage of real-world cloud scenarios and migration strategies. Essential for IT professionals preparing for AWS certification and seeking comprehensive understanding of cloud architecture and AWS platform capabilities.",4.5,2020,504,"aws,cloud-computing,certification,architecture,solutions-architect"
128,Azure Resource Manager Templates: The Complete Guide,Stephane Lapointe,English,Cloud Computing,"A comprehensive guide to Azure infrastructure deployment using ARM templates covering cloud architecture and automation. This book explores Azure services, template development, DevOps integration, and infrastructure as code through practical examples and real-world implementations. Features coverage of Azure DevOps and security best practices. Essential for developers and architects who want to master Azure infrastructure automation and template-based deployment strategies.",4.4,2019,380,"azure,arm-templates,devops,infrastructure-as-code,cloud-automation"
129,Google Cloud Platform for Architects: A Complete Reference Guide,Saurabh Dey,English,Cloud Computing,"A comprehensive reference for Google Cloud Platform covering architecture patterns, services, and best practices. This book explores GCP services, microservices architecture, data analytics, and machine learning integration through architectural patterns and real-world examples. Features coverage of cost optimization and security implementation. Essential for cloud architects and developers who need comprehensive understanding of Google Cloud Platform and cloud-native application development.",4.6,2021,612,"google-cloud,gcp,cloud-architecture,microservices,cloud-native"
130,Terraform: Up and Running,Christophe Limpalair,English,Cloud Computing,"A practical guide to infrastructure as code using Terraform covering cloud provisioning and automation. This book explores Terraform configuration, modules, state management, and multi-cloud deployment through hands-on examples and real-world projects. Features coverage of CI/CD integration and team collaboration. Essential for DevOps engineers and developers who want to master infrastructure automation and cloud resource provisioning across multiple cloud providers.",4.7,2019,368,"terraform,infrastructure-as-code,cloud-automation,devops,multi-cloud"
131,Kubernetes: Up and Running,Dave Cheney,English,Cloud Computing,"A practical guide to Kubernetes container orchestration covering deployment, scaling, and management. This book explores Kubernetes architecture, pods, services, deployments, and advanced features through practical examples and real-world scenarios. Features coverage of monitoring, security, and production deployment strategies. Essential for developers and DevOps engineers who need to understand and implement container orchestration for scalable and reliable application deployment.",4.6,2019,296,"kubernetes,containers,orchestration,devops,container-management"
132,Docker Deep Dive,Nigel Poulton,English,Cloud Computing,"A comprehensive guide to Docker containerization covering development, deployment, and container management. This book explores Docker architecture, container lifecycle, image optimization, and container orchestration through practical examples and production scenarios. Features coverage of Docker security and multi-container applications. Essential for developers and DevOps teams who want to master container technology and understand container-based application development and deployment.",4.5,2020,445,"docker,containers,containerization,devops,orchestration"
133,Data Engineering: Building Data Pipelines and Infrastructure,Julius G. Beshir,English,Data Engineering,"A comprehensive guide to data engineering covering data pipeline design, ETL processes, and big data technologies. This book explores data ingestion, transformation, storage systems, and data governance through practical examples and real-world implementations. Features coverage of streaming data, data warehousing, and data lake architecture. Essential for data engineers and developers who need to build scalable data infrastructure and understand modern data processing architectures.",4.4,2021,387,"data-engineering,etl,data-pipelines,big-data,data-architecture"
134,Apache Spark in Action,Jean-Georges Perrin,English,Data Engineering,"A practical guide to Apache Spark covering distributed computing, data processing, and big data analytics. This book explores Spark architecture, RDDs, DataFrames, Spark SQL, and streaming through hands-on examples and real-world projects. Features coverage of Spark optimization and machine learning integration. Essential for data engineers and developers who need to process large datasets and build scalable data processing applications using Apache Spark.",4.6,2020,520,"apache-spark,big-data,distributed-computing,data-processing,analytics"
135,Building Data Science Teams,Brian Godsey,English,Data Engineering,"A comprehensive guide to building and managing effective data science teams covering organizational strategies and best practices. This book explores team structure, skill requirements, project management, and collaboration strategies through case studies and industry insights. Features coverage of data science methodologies and evaluation frameworks. Essential for managers and leaders who need to build and lead data science teams and understand the organizational aspects of data science.",4.5,2018,245,"data-science,team-management,organizational-strategy,collaboration,leadership"
136,Introduction to Artificial Intelligence: A Comprehensive Approach,Dr. Rashika Kulkarni,English,AI/ML,"A comprehensive introduction to artificial intelligence covering fundamental concepts, algorithms, and applications across various domains. This book explores machine learning, natural language processing, computer vision, and robotics through theoretical foundations and practical applications. Features coverage of AI ethics and societal implications. Essential for students and professionals who want comprehensive understanding of AI concepts and their real-world applications across different industries.",4.4,2021,445,"ai,artificial-intelligence,machine-learning,ethics,applications"
137,Natural Language Processing with Python,Nitesh Kumar,English,AI/ML,"A practical guide to natural language processing using Python covering text analysis, sentiment analysis, and language models. This book explores NLP fundamentals, feature extraction, classification algorithms, and deep learning approaches through practical examples and real-world projects. Features coverage of transformer models and modern NLP techniques. Essential for developers and data scientists who want to build NLP applications and understand language processing technologies.",4.6,2020,334,"nlp,python,text-analysis,sentiment-analysis,transformers"
138,Computer Vision: Algorithms and Applications,Dr. Somani Nandan,English,AI/ML,"A comprehensive guide to computer vision covering image processing, object detection, and recognition algorithms. This book explores image processing techniques, feature detection, machine learning approaches, and deep learning architectures for computer vision through practical implementations and real-world applications. Features coverage of image segmentation and recognition systems. Essential for developers and researchers who need to implement computer vision systems and understand image processing technologies.",4.5,2019,467,"computer-vision,image-processing,object-detection,deep-learning,recognition"
139,Reinforcement Learning: An Introduction,Sarah F. Martinez,English,AI/ML,"An introduction to reinforcement learning covering algorithms, applications, and implementation strategies. This book explores Markov decision processes, Q-learning, policy gradients, and actor-critic methods through theoretical foundations and practical examples. Features coverage of multi-agent systems and deep reinforcement learning. Essential for AI researchers and developers who want to understand reinforcement learning principles and implement RL systems for autonomous decision-making.",4.6,2021,398,"reinforcement-learning,algorithms,q-learning,policy-gradients,multi-agent"
140,Neural Networks and Deep Learning: A Practical Approach,Michael T. Crawford,English,AI/ML,"A hands-on guide to neural networks covering implementation, optimization, and deep learning architectures. This book explores neural network fundamentals, backpropagation, convolutional networks, and recurrent networks through practical coding examples and real-world projects. Features coverage of deep learning frameworks and optimization techniques. Essential for developers and researchers who want to understand neural networks and implement deep learning solutions for various applications.",4.7,2020,423,"neural-networks,deep-learning,backpropagation,optimization,frameworks"
141,Understanding Machine Learning: From Theory to Algorithms,Dr. Priya Sharma,English,AI/ML,"A comprehensive treatment of machine learning covering theoretical foundations and practical algorithms. This book explores supervised learning, unsupervised learning, generalization theory, and statistical learning through rigorous mathematical analysis and practical implementations. Features coverage of ensemble methods and feature selection. Essential for students and researchers who need deep understanding of machine learning theory and its practical applications in real-world scenarios.",4.6,2019,512,"machine-learning,theory,algorithms,statistical-learning,generalization"
142,Machine Learning for Absolute Beginners,Oliver Theobald,English,AI/ML,"An accessible introduction to machine learning covering fundamental concepts and practical implementation without requiring extensive mathematical background. This book explores supervised learning, unsupervised learning, and evaluation metrics through step-by-step explanations and hands-on examples. Features coverage of popular ML tools and libraries. Essential for beginners who want to understand machine learning concepts and build simple ML applications without getting overwhelmed by mathematical complexity.",4.4,2017,196,"machine-learning,beginner,introduction,implementations,evaluation"
143,Data Science Handbook: Field Guide to Data Science,Jeffrey Strickland,English,Data Science,"A comprehensive handbook covering all aspects of data science from data collection to model deployment. This book explores data analysis, visualization, machine learning, and business intelligence through practical examples and real-world case studies. Features coverage of data ethics and privacy considerations. Essential for data scientists and analysts who need comprehensive understanding of the complete data science lifecycle and best practices.",4.5,2020,387,"data-science,data-analysis,visualization,business-intelligence,ethics"
